Genes	Podocytes	Glomes	Kidney
XLOC_019104	1.06545	5.04231	4.0694
XLOC_019105	0.023427	0.066848	0.0346438
XLOC_019106	14.59	22.5878	7.58947
XLOC_019107	1.38872	5.00848	1.14719
XLOC_019108	1.36377	3.04478	1.78289
XLOC_019109	147.512	121.99	99.6238
XLOC_019110	3.90136	10.6849	2.36509
XLOC_019111	0	0.0313743	0.0657395
XLOC_019112	0	0	0.0139585
XLOC_019113	0.083552	0.134602	0.333334
XLOC_019114	0.16763	3.57329	9.20871
XLOC_019115	20.6718	18.8264	15.2661
XLOC_019116	0	0	0
XLOC_019117	0.027759	0.323203	0.081477
XLOC_019118	0.137442	0.165351	0.286586
XLOC_019119	1.50296	0.160454	0.768688
XLOC_019120	1.0077	4.13731	3.55492
XLOC_019121	15.3441	45.7251	5.45648
XLOC_019122	10.8245	42.8825	4.62639
XLOC_019123	0.43357	5.48125	0.705642
XLOC_019124	0	0.008705	0.00335125
XLOC_019125	0	0	0
XLOC_019126	0	0	0
XLOC_019127	6.0346	29.9945	47.646
XLOC_019128	0	0.0325813	0.363626
XLOC_019129	0	0	0
XLOC_019130	0.218217	0.255879	0.14516
XLOC_019131	6.42095	9.03993	4.28496
XLOC_019132	0	0	0
XLOC_019133	0.386433	0.917658	0.373839
XLOC_019134	5.37083	4.5693	2.87725
XLOC_019135	20.6301	33.6228	31.2239
XLOC_019136	0.771453	2.36824	1.64577
XLOC_019137	0.656319	5.14471	3.44265
XLOC_019138	2.58866	5.54495	2.06583
XLOC_019139	0	0.150409	0
XLOC_019140	0.059516	0.365865	0.0687035
XLOC_019141	13.3422	23.3966	21.6975
XLOC_019142	10.3292	21.0991	10.8003
XLOC_019143	0	0	0
XLOC_019144	0	0	0
XLOC_019145	0	0.16338	0
XLOC_019146	17.4967	29.3979	22.3406
XLOC_019147	17.6551	28.615	19.5118
XLOC_019148	13.3771	16.6902	15.0788
XLOC_019149	16.3271	8.78125	9.60865
XLOC_019150	0.206733	0.566889	0.228605
XLOC_019151	42.1401	83.1892	52.6835
XLOC_019152	0.797674	3.94935	5.18091
XLOC_019153	205.969	55.1273	22.726
XLOC_019154	0.222981	0.027935	0.0322435
XLOC_019155	16.2954	17.8983	13.4084
XLOC_019156	1.8231	0.259584	0.989618
XLOC_019157	10.9643	7.77348	8.6537
XLOC_019158	3.21187	3.3347	3.36599
XLOC_019159	0.776896	1.19405	0.501843
XLOC_019160	0.477916	0.0605083	0.0025945
XLOC_019161	0	0	0
XLOC_019162	0	0	0
XLOC_019163	0.051978	0.623139	0.136589
XLOC_019164	28.5519	12.9158	9.11286
XLOC_019165	0.56295	13.0302	9.31636
XLOC_019166	0.067072	0.724833	1.05094
XLOC_019167	0.180428	0.613948	0.504359
XLOC_019168	0	0	0
XLOC_019169	0.404034	0.0499087	0.176607
XLOC_019170	0.084149	6.97967	12.5261
XLOC_019171	5.56263	7.05244	11.2337
XLOC_019172	0.030565	0.555642	0.352843
XLOC_019173	20.9902	12.439	6.65048
XLOC_019174	6.25289	8.69142	8.09425
XLOC_019175	12.698	9.04624	9.73513
XLOC_019176	4.97092	10.1649	5.06104
XLOC_019177	0.083873	0.983127	0.247708
XLOC_019178	0.295423	0.996179	0.423508
XLOC_019179	1.34013	4.29942	2.05032
XLOC_019180	0.000905	0.0179872	0.0130292
XLOC_019181	0.709964	0.567695	0.14902
XLOC_019182	0	0	0
XLOC_019183	0.050671	0.112897	0.05926
XLOC_019184	0	4.02395	2.20264
XLOC_019185	2.56308	6.37015	5.06215
XLOC_019186	3.67617	7.68214	6.42186
XLOC_019187	54.7426	58.6123	49.179
XLOC_019188	0	0.0082995	0
XLOC_019189	0	0	0
XLOC_019190	0	0	0
XLOC_019191	0	1.1483	2.6114
XLOC_019192	0	0	0
XLOC_019193	0	0	0.225943
XLOC_019194	5.30425	21.3053	18.8211
XLOC_019195	1.7962	5.17206	4.11067
XLOC_019196	0.214135	0.784975	0.426898
XLOC_019197	1251.51	486.333	96.4495
XLOC_019198	0.462824	1.92822	0.769692
XLOC_019199	14.1936	21.8875	13.774
XLOC_019200	0	0.00624583	0
XLOC_019201	0	0	0
XLOC_019202	6.78554	13.5467	11.4696
XLOC_019203	14.1115	16.2477	13.7798
XLOC_019204	0.031446	0.0218382	0.0457667
XLOC_019205	0.075232	0.292747	0.16051
XLOC_019206	0.32626	0.0415368	0.11055
XLOC_019207	81.732	131.228	64.3539
XLOC_019208	4.01895	6.52918	3.96977
XLOC_019209	0	0	0
XLOC_019210	6.93502	9.28511	10.9936
XLOC_019211	0	0.0357693	0.52752
XLOC_019212	27.1756	53.736	18.4908
XLOC_019213	2.71721	3.49465	1.27242
XLOC_019214	1.69717	4.59039	5.73572
XLOC_019215	0	0	0.077896
XLOC_019216	5.27681	11.8171	5.10512
XLOC_019217	0	0	0
XLOC_019218	21.1949	19.9925	13.5348
XLOC_019219	4.11148	4.09952	3.52919
XLOC_019220	98.9865	105.306	189.961
XLOC_019221	0.00073	0.00745233	0.00610175
XLOC_019222	0	0	0
XLOC_019223	0.341236	1.02382	1.19195
XLOC_019224	0.319216	1.45895	1.91443
XLOC_019225	4.18802	6.76143	8.00631
XLOC_019226	0	0.191652	0.181871
XLOC_019227	25.3745	23.578	16.4685
XLOC_019228	0.288294	0.139195	0
XLOC_019229	6.66926	6.93091	9.02112
XLOC_019230	3.42326	19.3339	7.32512
XLOC_019231	0.132478	0.0719672	0.357148
XLOC_019232	0	0	0
XLOC_019233	0	0.00864633	0.0909305
XLOC_019234	2.54956	74.3987	18.2107
XLOC_019235	0.009915	0.236493	0.231251
XLOC_019236	0	0	0
XLOC_019237	1.6004	3.87701	1.8913
XLOC_019238	82.6254	57.6672	47.8146
XLOC_019239	0	0	0
XLOC_019240	3.43172	5.11543	6.71952
XLOC_019241	0	0.0270487	0.607842
XLOC_019242	0.156533	14.9353	21.576
XLOC_019243	0.700359	0.468258	1.33233
XLOC_019244	4.51117	3.79294	4.10284
XLOC_019245	105.315	79.0345	111.601
XLOC_019246	0.081321	0.229365	0.48933
XLOC_019247	7.33732	10.7344	3.19121
XLOC_019248	0	0	0
XLOC_019249	0	0.160042	0.111754
XLOC_019250	0	0	0
XLOC_019251	0	0	0
XLOC_019252	0	0	0
XLOC_019253	4.60176	6.5797	5.74719
XLOC_019254	0	0	0
XLOC_019255	0	0	0
XLOC_019256	0	0.0164207	0
XLOC_019257	0	0	0
XLOC_019258	0	0.009958	0
XLOC_019259	0	0	0
XLOC_019260	0	0.010784	0.0359935
XLOC_019261	0	0.398042	0.190114
XLOC_019262	0.050676	0.50656	0.617598
XLOC_019263	0.87586	2.13428	2.08287
XLOC_019264	24.4234	15.136	14.0542
XLOC_019265	0	0	0
XLOC_019266	2.51359	10.577	5.03756
XLOC_019267	0.069244	0.299145	0.661606
XLOC_019268	0.002234	0.00806767	0
XLOC_019269	59.1125	5.11733	0.521759
XLOC_019270	0	0.0589425	0
XLOC_019271	0	0.123091	0
XLOC_019272	19.8337	14.3478	16.1018
XLOC_019273	18.3648	10.66	14.9369
XLOC_019274	0.290321	0.698844	0.710422
XLOC_019275	2.62538	41.9248	12.2379
XLOC_019276	0.265795	0	0
XLOC_019277	0	0.0205898	0.0385475
XLOC_019278	75.1227	27.4931	20.2842
XLOC_019279	2.18739	0.734378	0.680597
XLOC_019280	0.251032	0.871781	0.597207
XLOC_019281	0.000106	0.003754	0
XLOC_019282	0.01542	0.173093	0.71743
XLOC_019283	0	0.196429	0.600136
XLOC_019284	0	0.264278	0.509929
XLOC_019285	0.177271	1.09338	4.02506
XLOC_019286	0	0	0.0127668
XLOC_019287	0	0.479017	0
XLOC_019288	0	0.0611208	0
XLOC_019289	3.26452	2.66777	3.43112
XLOC_019290	0	0	0
XLOC_019291	0	0.00505217	0
XLOC_019292	0	0	0
XLOC_019293	0	0	0
XLOC_019294	0.41051	1.49005	1.16102
XLOC_019295	6.34394	13.1181	16.6145
XLOC_019296	54.7057	19.6108	3.68697
XLOC_019297	0	0	0
XLOC_019298	0	0	0
XLOC_019299	7.3801	9.4304	6.57171
XLOC_019300	5.22834	4.74188	4.59787
XLOC_019301	0	0	0
XLOC_019302	0	0.017143	0
XLOC_019303	41.5419	39.5567	75.5434
XLOC_019304	0	0	0
XLOC_019305	0.936979	0.0215873	0.0998027
XLOC_019306	2.88731	1.56745	6.90733
XLOC_019307	0	0.00283717	0
XLOC_019308	0	0	0
XLOC_019309	0	0	0
XLOC_019310	0.009527	0	0
XLOC_019311	0.553962	0.456763	0.166755
XLOC_019312	0	0.0218955	0.0202948
XLOC_019313	0	0	0
XLOC_019314	0	0	0
XLOC_019315	3.06132	9.82116	10.1928
XLOC_019316	0.018871	0.0241002	0.163972
XLOC_019317	1.99924	25.5461	9.65414
XLOC_019318	0	0	0
XLOC_019319	74.977	40.6659	43.698
XLOC_019320	0.165668	1.83856	1.19976
XLOC_019321	10.6287	9.97256	10.3626
XLOC_019322	0.044051	0.421737	0.381722
XLOC_019323	0	0	0
XLOC_019324	0.03191	0.0812343	0.059027
XLOC_019325	12.1717	8.44164	5.96863
XLOC_019326	0.000167	0.0136925	0.097886
XLOC_019327	0	0.00214933	0.00709375
XLOC_019328	0.28762	0.268257	0.077609
XLOC_019329	0.292432	0.0748537	0.0620028
XLOC_019330	8.56498	38.7487	11.8991
XLOC_019331	0.009612	0	0
XLOC_019332	8.42164	3.31746	0.516004
XLOC_019333	0.49129	0.0351988	0
XLOC_019334	0	0	0
XLOC_019335	0	0	0
XLOC_019336	0	0.00694117	0
XLOC_019337	8.29994	5.83829	3.6376
XLOC_019338	0	0.0133787	0
XLOC_019339	32.6433	35.6844	25.7843
XLOC_019340	0.669321	2.46973	2.21079
XLOC_019341	0.392771	2.48036	1.29262
XLOC_019342	40.492	31.4936	26.7114
XLOC_019343	0.637724	3.30859	1.69327
XLOC_019344	0.008699	0.369724	0.008949
XLOC_019345	3.03387	5.74651	1.58098
XLOC_019346	0	0	0
XLOC_019347	137.622	61.6487	34.991
XLOC_019348	0	1.17273	0.432176
XLOC_019349	0.263531	0.771429	0.297934
XLOC_019350	85.7449	97.8746	146.023
XLOC_019351	0	0.125055	0.359715
XLOC_019352	0	0	0.125836
XLOC_019353	12.4556	7.07996	3.79288
XLOC_019354	1.89733	3.32986	1.89118
XLOC_019355	26.1559	43.6414	94.091
XLOC_019356	0	0.0350523	0.11486
XLOC_019357	6.98364	10.2287	6.83874
XLOC_019358	0	0.00662767	0.0301417
XLOC_019359	0	0.166034	0.394436
XLOC_019360	0	0	0
XLOC_019361	16.4096	23.7995	30.8581
XLOC_019362	0	0	0.0881838
XLOC_019363	0	0	0
XLOC_019364	0	0	0
XLOC_019365	0.127261	8.54189	0.342535
XLOC_019366	0	0	0
XLOC_019367	0	0	0
XLOC_019368	4.00269	9.28601	19.1026
XLOC_019369	0.495059	2.3722	4.14679
XLOC_019370	0.151048	0.790769	1.21584
XLOC_019371	0.042296	0.472405	1.22812
XLOC_019372	23.4659	30.573	23.2033
XLOC_019373	3.63332	0.961841	0.35666
XLOC_019374	0	0	0
XLOC_019375	0.447725	0.387816	0
XLOC_019376	0	0	0
XLOC_019377	0	0	0
XLOC_019378	0	0	0
XLOC_019379	0	0	0
XLOC_019380	0	0	0
XLOC_019381	0	0.0201442	0.0293013
XLOC_019382	0	0.0140658	0
XLOC_019383	29.5018	33.1356	26.4415
XLOC_019384	0.236159	0.85021	0.400555
XLOC_019385	0	0	0
XLOC_019386	0	0.183502	0.00806225
XLOC_019387	0	6.39546	5.1505
XLOC_019388	0	0	0
XLOC_019389	4.97241	0.901222	1.32294
XLOC_019390	4.85802	3.86769	9.25007
XLOC_019391	0	0	0
XLOC_019392	58.8123	112.692	19.5573
XLOC_019393	0	0.0742498	0.195023
XLOC_019394	23.0126	30.665	19.6428
XLOC_019395	16.4328	9.62662	7.62231
XLOC_019396	6.44461	10.1231	14.4044
XLOC_019397	0.250069	0.037716	0
XLOC_019398	0.305714	0	0.0977823
XLOC_019399	0.814579	0.05256	0.168678
XLOC_019400	0.263495	0.186536	1.51079
XLOC_019401	0	0	0
XLOC_019402	0	0	0
XLOC_019403	1.0472	0.465235	0.324165
XLOC_019404	0	0.159183	0
XLOC_019405	0	3.45255	25.6875
XLOC_019406	9.7419	16.0611	14.7443
XLOC_019407	4.44796	10.3528	9.02905
XLOC_019408	3.40673	10.2323	2.56449
XLOC_019409	2.30193	2.71277	4.22426
XLOC_019410	2.39573	8.28172	4.03803
XLOC_019411	22.4383	30.6117	62.0786
XLOC_019412	66.899	83.2319	61.7779
XLOC_019413	0	0.540058	0
XLOC_019414	0	1.99859	3.31062
XLOC_019415	0.44981	1.03654	0.409641
XLOC_019416	0.037736	0.506376	0.194362
XLOC_019417	0	0	0.0657048
XLOC_019418	0	0.26267	0.110666
XLOC_019419	0	0.176737	0.107187
XLOC_019420	12.381	11.6801	18.3267
XLOC_019421	0.2133	0.0522778	0.423431
XLOC_019422	0	0.0673463	0.167651
XLOC_019423	0.00873	0.0435743	0.128373
XLOC_019424	0	0.0220452	0
XLOC_019425	0	0.0205193	0.0639165
XLOC_019426	1.97834	1.64818	1.34816
XLOC_019427	0.122175	0.433745	0.215908
XLOC_019428	0	0.168722	0.107599
XLOC_019429	11.5604	8.08998	10.5722
XLOC_019430	63.4817	20.4159	44.1846
XLOC_019431	0	0.004667	0.0119553
XLOC_019432	0	0	0
XLOC_019433	0	0.0116783	0
XLOC_019434	0	0	0
XLOC_019435	0	0.0856473	0.0785628
XLOC_019436	0	0.0923892	0.117971
XLOC_019437	0.103353	1.31999	0.774547
XLOC_019438	9.42671	34.9301	37.2145
XLOC_019439	6.70584	9.50079	5.93978
XLOC_019440	0.013417	0.0733693	0.0245082
XLOC_019441	4.09557	23.4658	17.6631
XLOC_019442	2.41798	13.0193	8.76927
XLOC_019443	0.114362	0.699911	0.154337
XLOC_019444	0	0	0
XLOC_019445	0	0	0
XLOC_019446	0.239171	1.02249	0.887471
XLOC_019447	7.07682	10.5129	14.904
XLOC_019448	0	0	0
XLOC_019449	17.3378	0.134966	8.53263
XLOC_019450	0	0	0
XLOC_019451	0	0.0041295	0
XLOC_019452	0	0.0036525	0
XLOC_019453	0	0.00640167	0
XLOC_019454	0	0.0019075	0
XLOC_019455	0	0.00264267	0
XLOC_019456	0	0	0
XLOC_019457	0	0	0
XLOC_019458	0	0.00359383	0
XLOC_019459	0	0	0
XLOC_019460	0.00975	0.00314083	0
XLOC_019461	0	0.00364717	0
XLOC_019462	0	0	0
XLOC_019463	0	0	0
XLOC_019464	0.010356	0.00780233	0
XLOC_019465	0	0	0
XLOC_019466	0	0	0
XLOC_019467	0	0.000531833	0
XLOC_019468	0	0	0
XLOC_019469	0	0	0
XLOC_019470	0	0	0
XLOC_019471	0	0.00317933	0
XLOC_019472	0	0	0
XLOC_019473	60.463	47.6004	56.3904
XLOC_019474	0	0	0.0102317
XLOC_019475	0	0	0
XLOC_019476	0.337108	0.0891175	0.0896207
XLOC_019477	0.404195	0.0645782	0.0918657
XLOC_019478	1.90291	2.45335	2.57192
XLOC_019479	1.54659	1.01429	2.32974
XLOC_019480	4.64	6.29057	3.6898
XLOC_019481	0.953596	0.596201	0.693263
XLOC_019482	0.017169	0.329021	0
XLOC_019483	2.59192	0.728518	0
XLOC_019484	3.30267	7.40279	4.63552
XLOC_019485	4.56506	9.85805	6.71304
XLOC_019486	1.24071	5.04834	1.30457
XLOC_019487	19.0536	19.5696	18.9817
XLOC_019488	0.716703	4.77736	5.02657
XLOC_019489	0	0	0
XLOC_019490	3.39719	6.94594	9.29599
XLOC_019491	0	0.1619	0.284913
XLOC_019492	0	0.156589	0
XLOC_019493	0.707465	18.9098	3.29722
XLOC_019494	0.123457	11.3193	1.85176
XLOC_019495	2.6273	85.5693	223.997
XLOC_019496	0.039009	0.855625	2.91607
XLOC_019497	6.75907	14.1529	12.5937
XLOC_019498	0	0.0172533	0
XLOC_019499	10.0423	7.90479	2.86254
XLOC_019500	0.075863	0.0821408	0.100196
XLOC_019501	0	0.004164	0
XLOC_019502	2.17165	23.2627	71.6018
XLOC_019503	0.407107	0.702746	1.20171
XLOC_019504	0	0.00829117	0
XLOC_019505	0	0	0
XLOC_019506	0	0	0
XLOC_019507	0.246854	0.0343808	0
XLOC_019508	0.281475	0	0.644128
XLOC_019509	0	0.0195125	0.0561453
XLOC_019510	0.37664	1.42513	5.54048
XLOC_019511	4.21658	3.73563	2.59444
XLOC_019512	0.162344	0.254332	0.112398
XLOC_019513	1.42709	0.13566	0.332481
XLOC_019514	0.537254	0.473104	1.00242
XLOC_019515	0	0.0611815	0.0386563
XLOC_019516	3.73348	2.84154	4.4264
XLOC_019517	1.46914	5.39488	1.05849
XLOC_019518	0	0.0057775	0
XLOC_019519	0	0.033088	0
XLOC_019520	0	0	0
XLOC_019521	0	0	0
XLOC_019522	0	0.070918	0.316472
XLOC_019523	0	0	0
XLOC_019524	20.9122	15.9356	21.7175
XLOC_019525	39.4773	30.9816	43.9281
XLOC_019526	7.9472	9.61437	11.1816
XLOC_019527	0	0.00626367	0
XLOC_019528	0	0.810291	0.311931
XLOC_019529	0.009664	0.281044	0.0802272
XLOC_019530	0	0.02537	0.00628775
XLOC_019531	0	0.330074	0.272654
XLOC_019532	0	0	0
XLOC_019533	0.050199	5.86763	8.98834
XLOC_019534	17.1015	14.1569	0.785899
XLOC_019535	6.24415	14.0453	18.7484
XLOC_019536	20.2077	23.1036	42.7283
XLOC_019537	0.616773	2.6275	5.04755
XLOC_019538	26.5718	21.7529	42.8548
XLOC_019539	0.036578	0.273815	0.128054
XLOC_019540	23.3534	16.7215	12.594
XLOC_019541	0	0	0
XLOC_019542	0.888836	5.24178	8.20068
XLOC_019543	0	0	0
XLOC_019544	0.0388	0	0
XLOC_019545	0	0	0.00940625
XLOC_019546	15.4452	14.2491	15.9023
XLOC_019547	0.064838	0.209766	0.0647225
XLOC_019548	0.163311	0.209772	0.328979
XLOC_019549	0.203805	0.306833	0.352123
XLOC_019550	132.309	60.491	38.4082
XLOC_019551	0.899949	1.19693	0.694147
XLOC_019552	4.20111	6.91899	10.6885
XLOC_019553	0.25409	0.289257	0.146669
XLOC_019554	0	0.0109118	0
XLOC_019555	0	0	0
XLOC_019556	0	0	0
XLOC_019557	5.00793	39.9196	98.7798
XLOC_019558	0.461268	0.893827	1.35457
XLOC_019559	3.05277	8.2714	8.86664
XLOC_019560	1.5692	3.64823	7.05783
XLOC_019561	0	0	0
XLOC_019562	0	0.0026765	0.00777075
XLOC_019563	0	0.00380717	0.022764
XLOC_019564	0	0	0
XLOC_019565	0	0.0852478	0
XLOC_019566	0	0	0
XLOC_019567	2.33146	3.46288	6.89792
XLOC_019568	1.25446	1.28038	3.15635
XLOC_019569	0.03086	0.111444	0.181469
XLOC_019570	0	0	0
XLOC_019571	12.7703	11.4502	9.40912
XLOC_019572	1.70588	2.73025	1.50194
XLOC_019573	0	0	0
XLOC_019574	0	0	0
XLOC_019575	0	0.00976883	0
XLOC_019576	0.763144	0.254724	0
XLOC_019577	6.68767	7.04317	16.6986
XLOC_019578	24.1604	38.4133	74.2627
XLOC_019579	0.881225	2.40251	4.09949
XLOC_019580	0.045843	0.145228	0.063426
XLOC_019581	30.0085	17.767	13.769
XLOC_019582	3.40327	0.828439	0.46089
XLOC_019583	26641.5	29669.3	30375.5
XLOC_019584	0	0.00887267	0
XLOC_019585	0.216774	0.359765	0
XLOC_019586	0	0.0612582	0.151824
XLOC_019587	0	0.25559	0
XLOC_019588	16.8627	14.494	14.9839
XLOC_019589	108.247	89.7611	42.0227
XLOC_019590	0	0	0.174435
XLOC_019591	5.00014	4.40722	2.95608
XLOC_019592	0.066635	0.0286042	0.0495678
XLOC_019593	0	0	0
XLOC_019594	0.440793	0.0318175	0.288791
XLOC_019595	0.428719	0.00985267	0.079939
XLOC_019596	0	0	0
XLOC_019597	67.7274	49.4297	46.9014
XLOC_019598	0.053261	0.126753	0.372537
XLOC_019599	0	0.169299	0.0233662
XLOC_019600	0.016928	0.26962	0
XLOC_019601	51.9596	76.9692	130.559
XLOC_019602	10.4573	10.5642	6.85747
XLOC_019603	0.433625	3.61175	0.445364
XLOC_019604	0.146969	0.393845	0
XLOC_019605	6.46644	9.48395	6.90229
XLOC_019606	2.93471	33.1389	51.0024
XLOC_019607	0.254863	0.94011	0.554038
XLOC_019608	0.256904	0.70989	0.450226
XLOC_019609	11.2963	8.17099	6.21732
XLOC_019610	4.93542	2.79071	1.32975
XLOC_019611	1.67361	15.6291	56.4564
XLOC_019612	0.089441	0.0667922	0
XLOC_019613	0	0.226904	0.503449
XLOC_019614	0	0.0589125	0.0181982
XLOC_019615	0	0	0
XLOC_019616	0	0.0123573	0
XLOC_019617	0.024036	0.0243823	0.0072825
XLOC_019618	0.10319	0.0609695	0.0595632
XLOC_019619	27.0595	86.7952	161.752
XLOC_019620	0.672932	0.0955012	0.799156
XLOC_019621	6.53899	1.99396	0.870459
XLOC_019622	0	0	0
XLOC_019623	0	0	0
XLOC_019624	0	0	0
XLOC_019625	0	0	0
XLOC_019626	6.82451	1.90382	46.9052
XLOC_019627	0	0.0030455	0
XLOC_019628	0.010561	0.000466333	0
XLOC_019629	0.006027	0.00455367	0
XLOC_019630	0	0.0131688	0
XLOC_019631	0	0	0
XLOC_019632	0	0.00327167	0
XLOC_019633	0	0	0
XLOC_019634	0.007226	0.0124798	0.00953975
XLOC_019635	0	0.002166	0
XLOC_019636	1.87017	1.09332	1.34922
XLOC_019637	0.051969	0.404572	0.140126
XLOC_019638	0.09803	5.80373	7.98184
XLOC_019639	0	0	0
XLOC_019640	0	0.00360217	0
XLOC_019641	0	0	0
XLOC_019642	0	0	0
XLOC_019643	11.3891	9.64015	1.24938
XLOC_019644	51.4904	90.8636	107.159
XLOC_019645	5.73202	3.40527	3.42015
XLOC_019646	0	1.96382	0.182915
XLOC_019647	10.4795	9.36721	8.91007
XLOC_019648	0.245844	0.493694	0.541059
XLOC_019649	0.058435	0	0
XLOC_019650	9.45029	18.5928	11.5681
XLOC_019651	0	0.0274465	0.193589
XLOC_019652	0	0.0815065	0.531556
XLOC_019653	86.7901	35.7487	20.8645
XLOC_019654	7.8217	14.6675	19.9368
XLOC_019655	1.82935	0.898476	0.232424
XLOC_019656	0.036146	0.0270868	0.120955
XLOC_019657	0.132875	4.26377	13.3136
XLOC_019658	27.1111	21.9543	22.8553
XLOC_019659	0.387046	0.635528	0.204522
XLOC_019660	38.0822	25.9874	21.858
XLOC_019661	0	0.032157	0.015535
XLOC_019662	1.18484	1.98632	1.66227
XLOC_019663	1.10663	53.9741	9.90254
XLOC_019664	0	0	0
XLOC_019665	0	0	0
XLOC_019666	0	0	0
XLOC_019667	0.066699	0.216947	0.251051
XLOC_019668	0.116316	4.24357	2.10428
XLOC_019669	8.76432	6.17024	5.12314
XLOC_019670	62.2168	38.1148	40.8778
XLOC_019671	0.167781	0.434558	0.242531
XLOC_019672	0.137674	0.386361	0.440117
XLOC_019673	0	0.0973908	0.0795185
XLOC_019674	20.9141	33.0236	62.4453
XLOC_019675	0.185596	0.661351	0.468259
XLOC_019676	0.064167	0.145797	0.0703317
XLOC_019677	0	0	0
XLOC_019678	0.008663	3.47255	0.011075
XLOC_019679	26.0522	9.98274	1.77816
XLOC_019680	35.1417	47.8079	65.0138
XLOC_019681	17.0939	10.9418	17.2317
XLOC_019682	13.9388	9.48615	11.2853
XLOC_019683	26.2309	33.4744	17.9315
XLOC_019684	21.1264	12.5495	10.0494
XLOC_019685	0.075583	0.344982	0.16486
XLOC_019686	0.33248	2.34357	0.829565
XLOC_019687	11.3268	9.75787	7.15738
XLOC_019688	0.010476	0.0347622	0.066559
XLOC_019689	0.589771	0.573528	0.250884
XLOC_019690	7.33589	9.57668	10.379
XLOC_019691	1.06681	3.44389	2.75079
XLOC_019692	0.713652	2.83152	2.14226
XLOC_019693	25.7123	32.4682	29.3532
XLOC_019694	0.725358	1.6045	0.945837
XLOC_019695	1.24709	4.35528	3.56939
XLOC_019696	20.3617	11.9505	16.4082
XLOC_019697	12.6252	10.9223	14.2688
XLOC_019698	0	0	0
XLOC_019699	0	0	0
XLOC_019700	0	0.00274633	0
XLOC_019701	0.073332	0	0
XLOC_019702	0	0	0
XLOC_019703	0.0941	0.041792	0.00919675
XLOC_019704	0	0.0487115	0.939333
XLOC_019705	0	0	0
XLOC_019706	0.098602	0.127183	0.551063
XLOC_019707	0.057688	0.0934928	0.227516
XLOC_019708	27.4418	21.8767	22.2079
XLOC_019709	7.73199	9.10447	7.44851
XLOC_019710	0	0.57759	0.282997
XLOC_019711	0.006016	0.339155	0.147855
XLOC_019712	93.248	69.4161	73.0151
XLOC_019713	0	0	0
XLOC_019714	0	0.0628225	0.0593313
XLOC_019715	0.363014	0.335761	0.237281
XLOC_019716	37.4374	34.2896	5.87561
XLOC_019717	0.821983	3.82469	0.625338
XLOC_019718	0.53552	3.30192	0.55872
XLOC_019719	0.609151	2.80437	0.613839
XLOC_019720	119.976	62.9306	14.176
XLOC_019721	0.068059	0.442735	0.0227987
XLOC_019722	0.042966	0.236627	0.0836845
XLOC_019723	1.1149	0.737239	0.530017
XLOC_019724	8.68152	29.3959	20.9895
XLOC_019725	0.020606	0.227386	0.130709
XLOC_019726	0	0	0
XLOC_019727	0	0	0
XLOC_019728	1.68884	2.78708	1.08197
XLOC_019729	0	0.00137517	0
XLOC_019730	1.47497	0.526126	0.035798
XLOC_019731	0	0.00696933	0
XLOC_019732	5.94286	7.2765	6.12925
XLOC_019733	1.73435	3.73067	2.85655
XLOC_019734	1.0634	1.62249	4.08209
XLOC_019735	0.431423	50.194	115.199
XLOC_019736	0	0.101776	0.172834
XLOC_019737	0.246738	51.2904	123.626
XLOC_019738	0	0.0227078	0
XLOC_019739	5.20421	8.73221	16.3851
XLOC_019740	0	0.0415532	0
XLOC_019741	0	0	0
XLOC_019742	2.00405	2.45896	6.86425
XLOC_019743	27.1929	23.2237	9.70752
XLOC_019744	19.9359	9.88444	10.571
XLOC_019745	0	0.08577	0.243151
XLOC_019746	44.4628	148.483	100.305
XLOC_019747	0.930753	6.05857	2.84071
XLOC_019748	7.20452	6.91002	4.31482
XLOC_019749	0.05277	6.31558	0.839393
XLOC_019750	6.51317	10.5978	6.25601
XLOC_019751	1.58768	0.749957	2.28125
XLOC_019752	26.1418	21.0329	8.02476
XLOC_019753	4.04648	5.24606	6.65998
XLOC_019754	0	0	0
XLOC_019755	0	0	0
XLOC_019756	1.31507	1.66159	1.11759
XLOC_019757	0.07832	0.239387	0.193866
XLOC_019758	0.090592	0.528201	0.0965095
XLOC_019759	0	0.040661	0.0384335
XLOC_019760	4.7274	5.09985	6.38211
XLOC_019761	0	0	0
XLOC_019762	0	0.008141	0.0074065
XLOC_019763	0.009521	0.0169575	0.0203675
XLOC_019764	0	0	0
XLOC_019765	0	0	0
XLOC_019766	0.022797	0	0
XLOC_019767	0.010267	0.0185782	0.0138985
XLOC_019768	23.1246	14.7369	14.5489
XLOC_019769	0	0	0
XLOC_019770	0	0.0118798	0.0829628
XLOC_019771	0	0.00565433	0.012231
XLOC_019772	0	0.0115937	0
XLOC_019773	0	0	0
XLOC_019774	0	0.00375633	0
XLOC_019775	0	0	0.146709
XLOC_019776	0	0	0
XLOC_019777	0	0.00296383	0
XLOC_019778	0	0	0
XLOC_019779	0	0.0176733	0.0334477
XLOC_019780	0	0.00837483	0.0274197
XLOC_019781	0.008664	0.022189	0.0071435
XLOC_019782	0	0.00988083	0
XLOC_019783	0	0	0
XLOC_019784	0	0	0
XLOC_019785	9.09582	7.25564	7.13809
XLOC_019786	0	0	0
XLOC_019787	64.5968	140.535	154.695
XLOC_019788	0	0.0617455	0.0325875
